date,store_id,product_id,sales
2022-05-19,1,1,587.5
2022-05-20,1,1,680.11
2022-05-21,1,1,561.46
2022-05-22,1,1,761.01
2022-05-23,1,1,592.34
2022-05-24,1,1,637.53
2022-05-25,1,1,465.15
2022-05-26,1,1,458.4
2022-05-27,1,1,616.91
2022-05-28,1,1,777.56
2022-05-29,1,1,773.04
2022-05-30,1,1,603.42
2022-05-31,1,1,515.55
2022-06-01,1,1,540.57
2022-06-02,1,1,545.81
2022-06-03,1,1,467.21
2022-06-04,1,1,871.4
2022-06-05,1,1,729.88
2022-06-06,1,1,430.89
2022-06-07,1,1,576.81
2022-06-08,1,1,448.71
2022-06-09,1,1,588.1
2022-06-10,1,1,617.95
2022-06-11,1,1,600.66
2022-06-12,1,1,784.64
2022-06-13,1,1,560.5
2022-06-14,1,1,593.41
2022-06-15,1,1,679.16
2022-06-16,1,1,509.7
2022-06-17,1,1,469.75
2022-06-18,1,1,597.17
2022-06-19,1,1,605.3
2022-06-20,1,1,524.85
2022-06-21,1,1,558.65
2022-06-22,1,1,553.98
2022-06-23,1,1,598.41
2022-06-24,1,1,533.85
2022-06-25,1,1,844.39
2022-06-26,1,1,666.29
2022-06-27,1,1,752.13
2022-06-28,1,1,584.8
2022-06-29,1,1,466.28
2022-06-30,1,1,449.51
2022-07-01,1,1,517.3
2022-07-02,1,1,606.6
2022-07-03,1,1,695.44
2022-07-04,1,1,517.94
2022-07-05,1,1,478.74
2022-07-06,1,1,422.9
2022-07-07,1,1,374.67
2022-07-08,1,1,452.75
2022-07-09,1,1,712.46
2022-07-10,1,1,652.18
2022-07-11,1,1,395.57
2022-07-12,1,1,499.53
2022-07-13,1,1,515.45
2022-07-14,1,1,423.04
2022-07-15,1,1,499.36
2022-07-16,1,1,640.62
2022-07-17,1,1,526.63
2022-07-18,1,1,515.59
2022-07-19,1,1,530.94
2022-07-20,1,1,569.78
2022-07-21,1,1,568.1
2022-07-22,1,1,389.51
2022-07-23,1,1,548.93
2022-07-24,1,1,688.71
2022-07-25,1,1,530.12
2022-07-26,1,1,530.66
2022-07-27,1,1,777.92
2022-07-28,1,1,535.67
2022-07-29,1,1,577.94
2022-07-30,1,1,734.45
2022-07-31,1,1,705.87
2022-08-01,1,1,433.28
2022-08-02,1,1,506.98
2022-08-03,1,1,402.73
2022-08-04,1,1,439.71
2022-08-05,1,1,423.07
2022-08-06,1,1,600.95
2022-08-07,1,1,800.43
2022-08-08,1,1,329.29
2022-08-09,1,1,504.91
2022-08-10,1,1,347.33
2022-08-11,1,1,426.08
2022-08-12,1,1,533.87
2022-08-13,1,1,602.83
2022-08-14,1,1,500.96
2022-08-15,1,1,410.68
2022-08-16,1,1,507.35
2022-08-17,1,1,410.31
2022-08-18,1,1,476.14
2022-08-19,1,1,464.69
2022-08-20,1,1,541.8
2022-08-21,1,1,794.24
2022-08-22,1,1,506.66
2022-08-23,1,1,322.38
2022-08-24,1,1,476.38
2022-08-25,1,1,417.75
2022-08-26,1,1,523.52
2022-08-27,1,1,532.11
2022-08-28,1,1,593.99
2022-08-29,1,1,500.54
2022-08-30,1,1,526.14
2022-08-31,1,1,382.13
2022-09-01,1,1,428.66
2022-09-02,1,1,419.49
2022-09-03,1,1,530.05
2022-09-04,1,1,743.85
2022-09-05,1,1,480.26
2022-09-06,1,1,367.42
2022-09-07,1,1,515.91
2022-09-08,1,1,598.31
2022-09-09,1,1,524.55
2022-09-10,1,1,456.26
2022-09-11,1,1,548.45
2022-09-12,1,1,541.82
2022-09-13,1,1,407.29
2022-09-14,1,1,486.38
2022-09-15,1,1,509.41
2022-09-16,1,1,393.24
2022-09-17,1,1,588.94
2022-09-18,1,1,305.57
2022-09-19,1,1,387.49
2022-09-20,1,1,440.84
2022-09-21,1,1,372.73
2022-09-22,1,1,571.3
2022-09-23,1,1,360.76
2022-09-24,1,1,558.11
2022-09-25,1,1,609.75
2022-09-26,1,1,559.91
2022-09-27,1,1,361.51
2022-09-28,1,1,541.55
2022-09-29,1,1,462.18
2022-09-30,1,1,393.84
2022-10-01,1,1,664.02
2022-10-02,1,1,640.02
2022-10-03,1,1,435.35
2022-10-04,1,1,483.81
2022-10-05,1,1,451.48
2022-10-06,1,1,487.72
2022-10-07,1,1,527.59
2022-10-08,1,1,772.93
2022-10-09,1,1,508.86
2022-10-10,1,1,634.97
2022-10-11,1,1,340.46
2022-10-12,1,1,470.83
2022-10-13,1,1,524.73
2022-10-14,1,1,502.89
2022-10-15,1,1,569.17
2022-10-16,1,1,608.68
2022-10-17,1,1,447.91
2022-10-18,1,1,441.26
2022-10-19,1,1,546.16
2022-10-20,1,1,510.77
2022-10-21,1,1,434.75
2022-10-22,1,1,716.4
2022-10-23,1,1,660.83
2022-10-24,1,1,545.6
2022-10-25,1,1,532.64
2022-10-26,1,1,426.49
2022-10-27,1,1,446.47
2022-10-28,1,1,542.49
2022-10-29,1,1,692.74
2022-10-30,1,1,633.13
2022-10-31,1,1,497.54
2022-11-01,1,1,634.71
2022-11-02,1,1,485.74
2022-11-03,1,1,577.22
2022-11-04,1,1,517.66
2022-11-05,1,1,671.86
2022-11-06,1,1,809.63
2022-11-07,1,1,601.33
2022-11-08,1,1,600.83
2022-11-09,1,1,640.84
2022-11-10,1,1,538.0
2022-11-11,1,1,591.62
2022-11-12,1,1,665.76
2022-11-13,1,1,732.77
2022-11-14,1,1,527.44
2022-11-15,1,1,546.18
2022-11-16,1,1,586.85
2022-11-17,1,1,472.99
2022-11-18,1,1,708.92
2022-11-19,1,1,596.05
2022-11-20,1,1,574.56
2022-11-21,1,1,634.74
2022-11-22,1,1,605.48
2022-11-23,1,1,592.32
2022-11-24,1,1,593.11
2022-11-25,1,1,541.44
2022-11-26,1,1,610.72
2022-11-27,1,1,714.25
2022-11-28,1,1,488.44
2022-11-29,1,1,623.65
2022-11-30,1,1,532.46
2022-12-01,1,1,530.46
2022-12-02,1,1,576.67
2022-12-03,1,1,837.06
2022-12-04,1,1,722.12
2022-12-05,1,1,532.35
2022-12-06,1,1,629.91
2022-12-07,1,1,630.5
2022-12-08,1,1,562.32
2022-12-09,1,1,566.02
2022-12-10,1,1,819.94
2022-12-11,1,1,620.71
2022-12-12,1,1,481.55
2022-12-13,1,1,545.04
2022-12-14,1,1,591.75
2022-12-15,1,1,640.31
2022-12-16,1,1,747.72
2022-12-17,1,1,898.96
2022-12-18,1,1,777.96
2022-12-19,1,1,611.84
2022-12-20,1,1,521.71
2022-12-21,1,1,612.8
2022-12-22,1,1,588.33
2022-12-23,1,1,645.2
2022-12-24,1,1,701.28
2022-12-25,1,1,863.63
2022-12-26,1,1,758.57
2022-12-27,1,1,607.16
2022-12-28,1,1,654.9
2022-12-29,1,1,682.12
2022-12-30,1,1,581.36
2022-12-31,1,1,831.8
2023-01-01,1,1,887.55
2023-01-02,1,1,691.94
2023-01-03,1,1,603.31
2023-01-04,1,1,685.45
2023-01-05,1,1,734.49
2023-01-06,1,1,832.82
2023-01-07,1,1,1017.8
2023-01-08,1,1,1178.01
2023-01-09,1,1,606.54
2023-01-10,1,1,775.69
2023-01-11,1,1,705.31
2023-01-12,1,1,912.57
2023-01-13,1,1,604.09
2023-01-14,1,1,781.67
2023-01-15,1,1,814.5
2023-01-16,1,1,469.45
2023-01-17,1,1,635.06
2023-01-18,1,1,611.37
2023-01-19,1,1,706.01
2023-01-20,1,1,726.35
2023-01-21,1,1,1151.82
2023-01-22,1,1,1027.74
2023-01-23,1,1,632.51
2023-01-24,1,1,599.55
2023-01-25,1,1,744.59
2023-01-26,1,1,556.5
2023-01-27,1,1,885.2
2023-01-28,1,1,1063.23
2023-01-29,1,1,840.43
2023-01-30,1,1,517.09
2023-01-31,1,1,837.85
2023-02-01,1,1,730.53
2023-02-02,1,1,881.94
2023-02-03,1,1,566.34
2023-02-04,1,1,881.31
2023-02-05,1,1,969.82
2023-02-06,1,1,751.22
2023-02-07,1,1,696.1
2023-02-08,1,1,816.82
2023-02-09,1,1,627.84
2023-02-10,1,1,732.12
2023-02-11,1,1,990.77
2023-02-12,1,1,1049.06
2023-02-13,1,1,829.71
2023-02-14,1,1,623.66
2023-02-15,1,1,577.99
2023-02-16,1,1,895.27
2023-02-17,1,1,789.3
2023-02-18,1,1,868.25
2023-02-19,1,1,1206.48
2023-02-20,1,1,766.49
2023-02-21,1,1,887.32
2023-02-22,1,1,762.12
2023-02-23,1,1,988.4
2023-02-24,1,1,954.48
2023-02-25,1,1,946.2
2023-02-26,1,1,1126.94
2023-02-27,1,1,830.44
2023-02-28,1,1,913.22
2023-03-01,1,1,663.28
2023-03-02,1,1,855.93
2023-03-03,1,1,899.91
2023-03-04,1,1,743.78
2023-03-05,1,1,831.57
2023-03-06,1,1,540.19
2023-03-07,1,1,747.32
2023-03-08,1,1,863.22
2023-03-09,1,1,955.63
2023-03-10,1,1,789.1
2023-03-11,1,1,1263.28
2023-03-12,1,1,805.65
2023-03-13,1,1,582.24
2023-03-14,1,1,776.09
2023-03-15,1,1,828.27
2023-03-16,1,1,779.85
2023-03-17,1,1,541.03
2023-03-18,1,1,1006.58
2023-03-19,1,1,821.16
2023-03-20,1,1,864.82
2023-03-21,1,1,829.66
2023-03-22,1,1,676.02
2023-03-23,1,1,726.81
2023-03-24,1,1,662.84
2023-03-25,1,1,1015.54
2023-03-26,1,1,1172.86
2023-03-27,1,1,672.92
2023-03-28,1,1,849.98
2023-03-29,1,1,727.88
2023-03-30,1,1,697.21
2023-03-31,1,1,779.15
2023-04-01,1,1,850.74
2023-04-02,1,1,924.12
2023-04-03,1,1,636.39
2023-04-04,1,1,1005.1
2023-04-05,1,1,780.95
2023-04-06,1,1,695.78
2023-04-07,1,1,802.88
2023-04-08,1,1,994.92
2023-04-09,1,1,979.1
2023-04-10,1,1,851.32
2023-04-11,1,1,868.67
2023-04-12,1,1,718.46
2023-04-13,1,1,713.64
2023-04-14,1,1,749.39
2023-04-15,1,1,665.72
2023-04-16,1,1,786.25
2023-04-17,1,1,943.82
2023-04-18,1,1,977.16
2023-04-19,1,1,755.0
2023-04-20,1,1,852.71
2023-04-21,1,1,822.03
2023-04-22,1,1,1493.5
2023-04-23,1,1,1194.05
2023-04-24,1,1,771.86
2023-04-25,1,1,674.62
2023-04-26,1,1,598.14
2023-04-27,1,1,812.63
2023-04-28,1,1,699.57
2023-04-29,1,1,807.52
2023-04-30,1,1,927.58
2023-05-01,1,1,621.08
2023-05-02,1,1,929.59
2023-05-03,1,1,840.52
2023-05-04,1,1,741.96
2023-05-05,1,1,908.37
2023-05-06,1,1,978.22
2023-05-07,1,1,842.64
2023-05-08,1,1,915.02
2023-05-09,1,1,805.6
2023-05-10,1,1,629.8
2023-05-11,1,1,725.04
2023-05-12,1,1,648.75
2023-05-13,1,1,770.03
2023-05-14,1,1,1107.26
2023-05-15,1,1,962.68
2023-05-16,1,1,591.74
2023-05-17,1,1,812.62
2023-05-18,1,1,676.66
2023-05-19,1,1,695.51
2023-05-20,1,1,889.35
2023-05-21,1,1,850.15
2023-05-22,1,1,757.31
2023-05-23,1,1,658.56
2023-05-24,1,1,783.38
2023-05-25,1,1,747.66
2023-05-26,1,1,726.81
2023-05-27,1,1,847.13
2023-05-28,1,1,896.38
2023-05-29,1,1,840.92
2023-05-30,1,1,812.62
2023-05-31,1,1,645.43
2023-06-01,1,1,698.28
2023-06-02,1,1,766.08
2023-06-03,1,1,671.34
2023-06-04,1,1,969.25
2023-06-05,1,1,621.27
2023-06-06,1,1,749.38
2023-06-07,1,1,611.67
2023-06-08,1,1,504.07
2023-06-09,1,1,522.8
2023-06-10,1,1,906.23
2023-06-11,1,1,935.41
2023-06-12,1,1,599.01
2023-06-13,1,1,759.9
2023-06-14,1,1,520.98
2023-06-15,1,1,687.5
2023-06-16,1,1,568.61
2023-06-17,1,1,815.5
2023-06-18,1,1,910.89
2023-06-19,1,1,606.34
2023-06-20,1,1,656.46
2023-06-21,1,1,802.33
2023-06-22,1,1,637.19
2023-06-23,1,1,785.51
2023-06-24,1,1,754.14
2023-06-25,1,1,980.8
2023-06-26,1,1,850.6
2023-06-27,1,1,440.37
2023-06-28,1,1,616.57
2023-06-29,1,1,761.39
2023-06-30,1,1,679.83
2023-07-01,1,1,866.62
2023-07-02,1,1,747.03
2023-07-03,1,1,640.51
2023-07-04,1,1,617.93
2023-07-05,1,1,744.01
2023-07-06,1,1,657.7
2023-07-07,1,1,666.03
2023-07-08,1,1,773.69
2023-07-09,1,1,764.81
2023-07-10,1,1,593.94
2023-07-11,1,1,673.17
2023-07-12,1,1,595.81
2023-07-13,1,1,664.04
2023-07-14,1,1,835.02
2023-07-15,1,1,936.59
2023-07-16,1,1,788.35
2023-07-17,1,1,752.97
2023-07-18,1,1,599.34
2023-07-19,1,1,443.53
2023-07-20,1,1,542.58
2023-07-21,1,1,460.15
2023-07-22,1,1,788.2
2023-07-23,1,1,834.9
2023-07-24,1,1,802.03
2023-07-25,1,1,672.73
2023-07-26,1,1,620.6
2023-07-27,1,1,721.98
2023-07-28,1,1,429.41
2023-07-29,1,1,865.33
2023-07-30,1,1,933.02
2023-07-31,1,1,500.96
2023-08-01,1,1,693.27
2023-08-02,1,1,622.18
2023-08-03,1,1,555.59
2023-08-04,1,1,649.14
2023-08-05,1,1,1033.9
2023-08-06,1,1,792.76
2023-08-07,1,1,616.11
2023-08-08,1,1,553.42
2023-08-09,1,1,518.93
2023-08-10,1,1,669.24
2023-08-11,1,1,519.03
2023-08-12,1,1,782.95
2023-08-13,1,1,719.59
2023-08-14,1,1,639.49
2023-08-15,1,1,626.88
2023-08-16,1,1,690.34
2023-08-17,1,1,552.02
2023-08-18,1,1,573.91
2023-08-19,1,1,663.82
2023-08-20,1,1,726.65
2023-08-21,1,1,633.16
2023-08-22,1,1,667.71
2023-08-23,1,1,517.01
2023-08-24,1,1,678.69
2023-08-25,1,1,722.91
2023-08-26,1,1,829.93
2023-08-27,1,1,1002.09
2023-08-28,1,1,532.02
2023-08-29,1,1,489.81
2023-08-30,1,1,441.84
2023-08-31,1,1,738.32
2023-09-01,1,1,641.13
2023-09-02,1,1,753.11
2023-09-03,1,1,791.83
2023-09-04,1,1,486.17
2023-09-05,1,1,799.99
2023-09-06,1,1,596.99
2023-09-07,1,1,595.62
2023-09-08,1,1,650.2
2023-09-09,1,1,817.78
2023-09-10,1,1,788.85
2023-09-11,1,1,517.8
2023-09-12,1,1,629.39
2023-09-13,1,1,754.23
2023-09-14,1,1,707.32
2023-09-15,1,1,729.64
2023-09-16,1,1,707.31
2023-09-17,1,1,652.74
2023-09-18,1,1,578.86
2023-09-19,1,1,595.29
2023-09-20,1,1,687.68
2023-09-21,1,1,441.03
2023-09-22,1,1,727.14
2023-09-23,1,1,751.12
2023-09-24,1,1,720.53
2023-09-25,1,1,502.58
2023-09-26,1,1,445.73
2023-09-27,1,1,666.52
2023-09-28,1,1,600.15
2023-09-29,1,1,479.06
2023-09-30,1,1,622.56
2023-10-01,1,1,758.78
2023-10-02,1,1,768.98
2023-10-03,1,1,591.42
2023-10-04,1,1,476.92
2023-10-05,1,1,593.42
2023-10-06,1,1,591.29
2023-10-07,1,1,477.54
2023-10-08,1,1,795.9
2023-10-09,1,1,596.24
2023-10-10,1,1,682.55
2023-10-11,1,1,789.89
2023-10-12,1,1,723.32
2023-10-13,1,1,594.17
2023-10-14,1,1,671.69
2023-10-15,1,1,1116.92
2023-10-16,1,1,625.77
2023-10-17,1,1,621.93
2023-10-18,1,1,618.77
2023-10-19,1,1,639.85
2023-10-20,1,1,608.3
2023-10-21,1,1,739.19
2023-10-22,1,1,742.89
2023-10-23,1,1,619.83
2023-10-24,1,1,572.46
2023-10-25,1,1,556.96
2023-10-26,1,1,633.98
2023-10-27,1,1,600.51
2023-10-28,1,1,995.43
2023-10-29,1,1,489.52
2023-10-30,1,1,727.93
2023-10-31,1,1,742.88
2023-11-01,1,1,469.7
2023-11-02,1,1,647.06
2023-11-03,1,1,644.51
2023-11-04,1,1,700.38
2023-11-05,1,1,784.71
2023-11-06,1,1,569.85
2023-11-07,1,1,863.99
2023-11-08,1,1,780.66
2023-11-09,1,1,815.63
2023-11-10,1,1,759.59
2023-11-11,1,1,740.55
2023-11-12,1,1,821.89
2023-11-13,1,1,737.02
2023-11-14,1,1,561.08
2023-11-15,1,1,760.96
2023-11-16,1,1,663.05
2023-11-17,1,1,649.56
2023-11-18,1,1,990.73
2023-11-19,1,1,955.48
2023-11-20,1,1,652.15
2023-11-21,1,1,809.86
2023-11-22,1,1,578.36
2023-11-23,1,1,754.52
2023-11-24,1,1,752.6
2023-11-25,1,1,857.23
2023-11-26,1,1,943.51
2023-11-27,1,1,562.41
2023-11-28,1,1,788.76
2023-11-29,1,1,673.93
2023-11-30,1,1,639.18
2023-12-01,1,1,892.41
2023-12-02,1,1,897.02
2023-12-03,1,1,791.56
2023-12-04,1,1,592.08
2023-12-05,1,1,843.15
2023-12-06,1,1,624.82
2023-12-07,1,1,977.48
2023-12-08,1,1,532.46
2023-12-09,1,1,1263.4
2023-12-10,1,1,1039.61
2023-12-11,1,1,764.36
2023-12-12,1,1,712.64
2023-12-13,1,1,823.02
2023-12-14,1,1,772.59
2023-12-15,1,1,906.09
2023-12-16,1,1,1028.58
2023-12-17,1,1,1034.65
2023-12-18,1,1,736.32
2023-12-19,1,1,772.59
2023-12-20,1,1,815.7
2023-12-21,1,1,580.03
2023-12-22,1,1,622.75
2023-12-23,1,1,1128.59
2023-12-24,1,1,1042.01
2023-12-25,1,1,760.39
2023-12-26,1,1,784.59
2023-12-27,1,1,823.7
2023-12-28,1,1,719.91
2023-12-29,1,1,692.28
2023-12-30,1,1,1049.46
2023-12-31,1,1,870.4
2022-01-01,1,2,306.24
2022-01-02,1,2,261.02
2022-01-03,1,2,168.68
2022-01-04,1,2,195.99
2022-01-05,1,2,226.01
2022-01-06,1,2,224.87
2022-01-07,1,2,154.75
2022-01-08,1,2,255.21
2022-01-09,1,2,231.67
2022-01-10,1,2,204.83
2022-01-11,1,2,193.42
2022-01-12,1,2,118.0
2022-01-13,1,2,173.7
2022-01-14,1,2,188.91
2022-01-15,1,2,187.35
2022-01-16,1,2,259.77
2022-01-17,1,2,141.93
2022-01-18,1,2,162.11
2022-01-19,1,2,221.44
2022-01-20,1,2,160.07
2022-01-21,1,2,200.61
2022-01-22,1,2,177.14
2022-01-23,1,2,315.71
2022-01-24,1,2,176.79
2022-01-25,1,2,188.09
2022-01-26,1,2,190.6
2022-01-27,1,2,202.73
2022-01-28,1,2,143.6
2022-01-29,1,2,241.81
2022-01-30,1,2,218.31
2022-01-31,1,2,139.25
2022-02-01,1,2,228.61
2022-02-02,1,2,188.79
2022-02-03,1,2,206.77
2022-02-04,1,2,205.1
2022-02-05,1,2,246.82
2022-02-06,1,2,337.18
2022-02-07,1,2,198.87
2022-02-08,1,2,153.63
2022-02-09,1,2,188.62
2022-02-10,1,2,215.92
2022-02-11,1,2,217.12
2022-02-12,1,2,218.94
2022-02-13,1,2,298.39
2022-02-14,1,2,148.32
2022-02-15,1,2,236.47
2022-02-16,1,2,162.04
2022-02-17,1,2,195.36
2022-02-18,1,2,234.73
2022-02-19,1,2,268.11
2022-02-20,1,2,295.93
2022-02-21,1,2,221.83
2022-02-22,1,2,242.39
2022-02-23,1,2,235.78
2022-02-24,1,2,189.72
2022-02-25,1,2,223.11
2022-02-26,1,2,204.43
2022-02-27,1,2,263.09
2022-02-28,1,2,229.43
2022-03-01,1,2,213.41
2022-03-02,1,2,223.43
2022-03-03,1,2,202.9
2022-03-04,1,2,245.33
2022-03-05,1,2,269.7
2022-03-06,1,2,254.18
2022-03-07,1,2,238.37
2022-03-08,1,2,166.2
2022-03-09,1,2,226.63
2022-03-10,1,2,177.99
2022-03-11,1,2,251.66
2022-03-12,1,2,264.04
2022-03-13,1,2,280.62
2022-03-14,1,2,224.88
2022-03-15,1,2,150.62
2022-03-16,1,2,191.47
2022-03-17,1,2,245.61
2022-03-18,1,2,240.23
2022-03-19,1,2,288.34
2022-03-20,1,2,220.81
2022-03-21,1,2,231.88
2022-03-22,1,2,236.19
2022-03-23,1,2,215.06
2022-03-24,1,2,252.97
2022-03-25,1,2,192.02
2022-03-26,1,2,257.1
2022-03-27,1,2,174.8
2022-03-28,1,2,244.14
2022-03-29,1,2,224.85
2022-03-30,1,2,160.71
2022-03-31,1,2,158.38
2022-04-01,1,2,182.97
2022-04-02,1,2,306.54
2022-04-03,1,2,261.83
2022-04-04,1,2,185.62
2022-04-05,1,2,179.41
2022-04-06,1,2,178.15
2022-04-07,1,2,150.28
2022-04-08,1,2,173.5
2022-04-09,1,2,231.42
2022-04-10,1,2,304.19
2022-04-11,1,2,207.17
2022-04-12,1,2,186.31
2022-04-13,1,2,286.58
2022-04-14,1,2,191.82
2022-04-15,1,2,250.56
2022-04-16,1,2,344.91
2022-04-17,1,2,212.3
2022-04-18,1,2,216.18
2022-04-19,1,2,197.39
2022-04-20,1,2,194.95
2022-04-21,1,2,232.25
2022-04-22,1,2,194.53
2022-04-23,1,2,258.43
2022-04-24,1,2,272.41
2022-04-25,1,2,203.11
2022-04-26,1,2,177.44
2022-04-27,1,2,241.28
2022-04-28,1,2,249.67
2022-04-29,1,2,227.06
2022-04-30,1,2,265.09
2022-05-01,1,2,235.78
2022-05-02,1,2,181.58
2022-05-03,1,2,275.03
2022-05-04,1,2,231.97
2022-05-05,1,2,177.89
2022-05-06,1,2,208.76
2022-05-07,1,2,250.66
2022-05-08,1,2,288.55
2022-05-09,1,2,220.92
2022-05-10,1,2,237.68
2022-05-11,1,2,178.52
2022-05-12,1,2,208.03
2022-05-13,1,2,151.23
2022-05-14,1,2,216.42
2022-05-15,1,2,302.37
2022-05-16,1,2,176.23
2022-05-17,1,2,179.77
2022-05-18,1,2,205.64
2022-05-19,1,2,227.56
2022-05-20,1,2,173.44
2022-05-21,1,2,128.25
2022-05-22,1,2,233.55
2022-05-23,1,2,244.2
2022-05-24,1,2,217.64
2022-05-25,1,2,248.31
2022-05-26,1,2,172.15
2022-05-27,1,2,156.5
2022-05-28,1,2,288.76
2022-05-29,1,2,279.99
2022-05-30,1,2,217.61
2022-05-31,1,2,237.4
2022-06-01,1,2,201.47
2022-06-02,1,2,201.19
2022-06-03,1,2,210.17
2022-06-04,1,2,265.59
2022-06-05,1,2,278.98
2022-06-06,1,2,219.1
2022-06-07,1,2,234.23
2022-06-08,1,2,172.07
2022-06-09,1,2,204.56
2022-06-10,1,2,180.36
2022-06-11,1,2,217.4
2022-06-12,1,2,222.96
2022-06-13,1,2,205.68
2022-06-14,1,2,203.65
2022-06-15,1,2,203.31
2022-06-16,1,2,185.46
2022-06-17,1,2,192.22
2022-06-18,1,2,280.63
2022-06-19,1,2,194.29
2022-06-20,1,2,193.33
2022-06-21,1,2,195.38
2022-06-22,1,2,214.74
2022-06-23,1,2,154.0
2022-06-24,1,2,236.62
2022-06-25,1,2,259.53
2022-06-26,1,2,261.75
2022-06-27,1,2,182.1
2022-06-28,1,2,209.58
2022-06-29,1,2,195.49
2022-06-30,1,2,229.49
2022-07-01,1,2,137.15
2022-07-02,1,2,233.66
2022-07-03,1,2,241.82
2022-07-04,1,2,170.52
2022-07-05,1,2,164.92
2022-07-06,1,2,166.16
2022-07-07,1,2,180.48
2022-07-08,1,2,128.23
2022-07-09,1,2,262.17
2022-07-10,1,2,212.7
2022-07-11,1,2,179.85
2022-07-12,1,2,186.34
2022-07-13,1,2,162.82
2022-07-14,1,2,173.43
2022-07-15,1,2,123.0
2022-07-16,1,2,255.66
2022-07-17,1,2,267.91
2022-07-18,1,2,132.21
