date,store_id,category,sales,is_holiday,holiday_name,days_to_holiday,days_from_holiday
2021-01-01,2,Uroda,304.72,1,Nowy Rok,5,0
2021-01-01,2,Motoryzacja,243.64,1,Nowy Rok,5,0
2021-01-01,2,Artykuly_Spozywcze,752.24,1,Nowy Rok,5,0
2021-01-01,2,Zwierzeta,205.17,1,Nowy Rok,5,0
2021-01-01,3,Elektronika,883.21,1,Nowy Rok,5,0
2021-01-01,3,Komputery,521.12,1,Nowy Rok,5,0
2021-01-01,3,Smartfony,999.66,1,Nowy Rok,5,0
2021-01-01,3,AGD,666.65,1,Nowy Rok,5,0
2021-01-01,3,RTV,624.55,1,Nowy Rok,5,0
2021-01-01,3,Moda_Damska,209.54,1,Nowy Rok,5,0
2021-01-01,3,Moda_Meska,259.99,1,Nowy Rok,5,0
2021-01-01,3,Obuwie,188.04,1,Nowy Rok,5,0
2021-01-01,3,Sport,179.11,1,Nowy Rok,5,0
2021-01-01,3,Ksiazki,115.78,1,Nowy Rok,5,0
2021-01-01,3,Muzyka,70.45,1,Nowy Rok,5,0
2021-01-01,3,Filmy,80.33,1,Nowy Rok,5,0
2021-01-01,3,Gry,484.52,1,Nowy Rok,5,0
2021-01-01,3,Zabawki,296.59,1,Nowy Rok,5,0
2021-01-01,3,Dom_i_Ogrod,99.41,1,Nowy Rok,5,0
2021-01-01,3,Zdrowie,222.29,1,Nowy Rok,5,0
2021-01-01,3,Uroda,307.36,1,Nowy Rok,5,0
2021-01-01,3,Motoryzacja,147.2,1,Nowy Rok,5,0
2021-01-01,3,Artykuly_Spozywcze,476.86,1,Nowy Rok,5,0
2021-01-01,3,Zwierzeta,165.09,1,Nowy Rok,5,0
2021-01-01,4,Elektronika,862.41,1,Nowy Rok,5,0
2021-01-01,4,Komputery,517.45,1,Nowy Rok,5,0
2021-01-01,4,Smartfony,953.82,1,Nowy Rok,5,0
2021-01-01,4,AGD,693.09,1,Nowy Rok,5,0
2021-01-01,4,RTV,394.26,1,Nowy Rok,5,0
2021-01-01,4,Moda_Damska,248.07,1,Nowy Rok,5,0
2021-01-01,4,Moda_Meska,186.28,1,Nowy Rok,5,0
2021-01-01,4,Obuwie,202.27,1,Nowy Rok,5,0
2021-01-01,4,Sport,178.76,1,Nowy Rok,5,0
2021-01-01,4,Ksiazki,141.45,1,Nowy Rok,5,0
2021-01-01,4,Muzyka,113.27,1,Nowy Rok,5,0
2021-01-01,4,Filmy,88.43,1,Nowy Rok,5,0
2021-01-01,4,Gry,359.2,1,Nowy Rok,5,0
2021-01-01,4,Zabawki,327.51,1,Nowy Rok,5,0
2021-01-01,4,Dom_i_Ogrod,89.21,1,Nowy Rok,5,0
2021-01-01,4,Zdrowie,299.11,1,Nowy Rok,5,0
2021-01-01,4,Uroda,208.08,1,Nowy Rok,5,0
2021-01-01,4,Motoryzacja,171.51,1,Nowy Rok,5,0
2021-01-01,4,Artykuly_Spozywcze,449.63,1,Nowy Rok,5,0
2021-01-01,4,Zwierzeta,119.9,1,Nowy Rok,5,0
2021-01-01,5,Elektronika,767.89,1,Nowy Rok,5,0
2021-01-01,5,Komputery,667.98,1,Nowy Rok,5,0
2021-01-01,5,Smartfony,965.62,1,Nowy Rok,5,0
2021-01-01,5,AGD,598.85,1,Nowy Rok,5,0
2021-01-01,5,RTV,443.42,1,Nowy Rok,5,0
2021-01-01,5,Moda_Damska,309.89,1,Nowy Rok,5,0
2021-01-01,5,Moda_Meska,254.53,1,Nowy Rok,5,0
2021-01-01,5,Obuwie,195.38,1,Nowy Rok,5,0
2021-01-01,5,Sport,213.41,1,Nowy Rok,5,0
2021-01-01,5,Ksiazki,203.44,1,Nowy Rok,5,0
2021-01-01,5,Muzyka,93.16,1,Nowy Rok,5,0
2021-01-01,5,Filmy,118.09,1,Nowy Rok,5,0
2021-01-01,5,Gry,389.16,1,Nowy Rok,5,0
2021-01-01,5,Zabawki,395.72,1,Nowy Rok,5,0
2021-01-01,5,Dom_i_Ogrod,128.38,1,Nowy Rok,5,0
2021-01-01,5,Zdrowie,217.65,1,Nowy Rok,5,0
2021-01-01,5,Uroda,334.02,1,Nowy Rok,5,0
2021-01-01,5,Motoryzacja,139.58,1,Nowy Rok,5,0
2021-01-01,5,Artykuly_Spozywcze,506.85,1,Nowy Rok,5,0
2021-01-01,5,Zwierzeta,181.18,1,Nowy Rok,5,0
2021-01-01,6,Elektronika,480.35,1,Nowy Rok,5,0
2021-01-01,6,Komputery,283.76,1,Nowy Rok,5,0
2021-01-01,6,Smartfony,697.65,1,Nowy Rok,5,0
2021-01-01,6,AGD,287.3,1,Nowy Rok,5,0
2021-01-01,6,RTV,236.26,1,Nowy Rok,5,0
2021-01-01,6,Moda_Damska,159.03,1,Nowy Rok,5,0
2021-01-01,6,Moda_Meska,148.49,1,Nowy Rok,5,0
2021-01-01,6,Obuwie,109.9,1,Nowy Rok,5,0
2021-01-01,6,Sport,96.98,1,Nowy Rok,5,0
2021-01-01,6,Ksiazki,97.89,1,Nowy Rok,5,0
2021-01-01,6,Muzyka,59.55,1,Nowy Rok,5,0
2021-01-01,6,Filmy,42.34,1,Nowy Rok,5,0
2021-01-01,6,Gry,213.15,1,Nowy Rok,5,0
2021-01-01,6,Zabawki,230.36,1,Nowy Rok,5,0
2021-01-01,6,Dom_i_Ogrod,82.53,1,Nowy Rok,5,0
2021-01-01,6,Zdrowie,171.01,1,Nowy Rok,5,0
2021-01-01,6,Uroda,157.64,1,Nowy Rok,5,0
2021-01-01,6,Motoryzacja,70.18,1,Nowy Rok,5,0
2021-01-01,6,Artykuly_Spozywcze,221.17,1,Nowy Rok,5,0
2021-01-01,6,Zwierzeta,88.82,1,Nowy Rok,5,0
2021-01-01,7,Elektronika,547.27,1,Nowy Rok,5,0
2021-01-01,7,Komputery,412.4,1,Nowy Rok,5,0
2021-01-01,7,Smartfony,501.92,1,Nowy Rok,5,0
2021-01-01,7,AGD,345.92,1,Nowy Rok,5,0
2021-01-01,7,RTV,386.73,1,Nowy Rok,5,0
2021-01-01,7,Moda_Damska,139.29,1,Nowy Rok,5,0
2021-01-01,7,Moda_Meska,162.23,1,Nowy Rok,5,0
2021-01-01,7,Obuwie,82.94,1,Nowy Rok,5,0
2021-01-01,7,Sport,129.43,1,Nowy Rok,5,0
2021-01-01,7,Ksiazki,94.27,1,Nowy Rok,5,0
2021-01-01,7,Muzyka,58.37,1,Nowy Rok,5,0
2021-01-01,7,Filmy,43.57,1,Nowy Rok,5,0
2021-01-01,7,Gry,287.07,1,Nowy Rok,5,0
2021-01-01,7,Zabawki,204.65,1,Nowy Rok,5,0
2021-01-01,7,Dom_i_Ogrod,64.15,1,Nowy Rok,5,0
2021-01-01,7,Zdrowie,172.09,1,Nowy Rok,5,0
2021-01-01,7,Uroda,179.66,1,Nowy Rok,5,0
2021-01-01,7,Motoryzacja,83.27,1,Nowy Rok,5,0
2021-01-01,7,Artykuly_Spozywcze,285.45,1,Nowy Rok,5,0
2021-01-01,7,Zwierzeta,91.16,1,Nowy Rok,5,0
2021-01-01,8,Elektronika,803.94,1,Nowy Rok,5,0
2021-01-01,8,Komputery,480.45,1,Nowy Rok,5,0
2021-01-01,8,Smartfony,1032.49,1,Nowy Rok,5,0
2021-01-01,8,AGD,528.94,1,Nowy Rok,5,0
2021-01-01,8,RTV,420.66,1,Nowy Rok,5,0
2021-01-01,8,Moda_Damska,178.21,1,Nowy Rok,5,0
2021-01-01,8,Moda_Meska,240.39,1,Nowy Rok,5,0
2021-01-01,8,Obuwie,121.25,1,Nowy Rok,5,0
2021-01-01,8,Sport,180.91,1,Nowy Rok,5,0
2021-01-01,8,Ksiazki,145.01,1,Nowy Rok,5,0
2021-01-01,8,Muzyka,64.24,1,Nowy Rok,5,0
2021-01-01,8,Filmy,81.31,1,Nowy Rok,5,0
2021-01-01,8,Gry,403.2,1,Nowy Rok,5,0
2021-01-01,8,Zabawki,281.73,1,Nowy Rok,5,0
2021-01-01,8,Dom_i_Ogrod,118.78,1,Nowy Rok,5,0
2021-01-01,8,Zdrowie,216.74,1,Nowy Rok,5,0
2021-01-01,8,Uroda,173.66,1,Nowy Rok,5,0
2021-01-01,8,Motoryzacja,145.06,1,Nowy Rok,5,0
2021-01-01,8,Artykuly_Spozywcze,355.64,1,Nowy Rok,5,0
2021-01-01,8,Zwierzeta,102.86,1,Nowy Rok,5,0
2021-01-01,9,Elektronika,1148.85,1,Nowy Rok,5,0
2021-01-01,9,Komputery,922.27,1,Nowy Rok,5,0
2021-01-01,9,Smartfony,2032.63,1,Nowy Rok,5,0
2021-01-01,9,AGD,921.38,1,Nowy Rok,5,0
2021-01-01,9,RTV,753.32,1,Nowy Rok,5,0
2021-01-01,9,Moda_Damska,360.17,1,Nowy Rok,5,0
2021-01-01,9,Moda_Meska,261.23,1,Nowy Rok,5,0
2021-01-01,9,Obuwie,192.01,1,Nowy Rok,5,0
2021-01-01,9,Sport,312.86,1,Nowy Rok,5,0
2021-01-01,9,Ksiazki,224.76,1,Nowy Rok,5,0
2021-01-01,9,Muzyka,137.42,1,Nowy Rok,5,0
2021-01-01,9,Filmy,111.12,1,Nowy Rok,5,0
2021-01-01,9,Gry,573.11,1,Nowy Rok,5,0
2021-01-01,9,Zabawki,497.21,1,Nowy Rok,5,0
2021-01-01,9,Dom_i_Ogrod,161.69,1,Nowy Rok,5,0
2021-01-01,9,Zdrowie,373.18,1,Nowy Rok,5,0
2021-01-01,9,Uroda,409.61,1,Nowy Rok,5,0
2021-01-01,9,Motoryzacja,162.55,1,Nowy Rok,5,0
2021-01-01,9,Artykuly_Spozywcze,473.98,1,Nowy Rok,5,0
2021-01-01,9,Zwierzeta,252.56,1,Nowy Rok,5,0
2021-01-01,10,Elektronika,352.85,1,Nowy Rok,5,0
2021-01-01,10,Komputery,278.68,1,Nowy Rok,5,0
2021-01-01,10,Smartfony,673.84,1,Nowy Rok,5,0
2021-01-01,10,AGD,367.95,1,Nowy Rok,5,0
2021-01-01,10,RTV,221.83,1,Nowy Rok,5,0
2021-01-01,10,Moda_Damska,103.55,1,Nowy Rok,5,0
2021-01-01,10,Moda_Meska,91.68,1,Nowy Rok,5,0
2021-01-01,10,Obuwie,65.05,1,Nowy Rok,5,0
2021-01-01,10,Sport,103.82,1,Nowy Rok,5,0
2021-01-01,10,Ksiazki,87.83,1,Nowy Rok,5,0
2021-01-01,10,Muzyka,37.22,1,Nowy Rok,5,0
2021-01-01,10,Filmy,47.13,1,Nowy Rok,5,0
2021-01-01,10,Gry,224.9,1,Nowy Rok,5,0
2021-01-01,10,Zabawki,138.33,1,Nowy Rok,5,0
2021-01-01,10,Dom_i_Ogrod,64.71,1,Nowy Rok,5,0
2021-01-01,10,Zdrowie,154.66,1,Nowy Rok,5,0
2021-01-01,10,Uroda,118.41,1,Nowy Rok,5,0
2021-01-01,10,Motoryzacja,63.51,1,Nowy Rok,5,0
2021-01-01,10,Artykuly_Spozywcze,244.1,1,Nowy Rok,5,0
2021-01-01,10,Zwierzeta,77.66,1,Nowy Rok,5,0
2021-01-02,1,Elektronika,10159.8,0,,4,1
2021-01-02,1,Komputery,9677.85,0,,4,1
2021-01-02,1,Smartfony,17035.66,0,,4,1
2021-01-02,1,AGD,9578.25,0,,4,1
2021-01-02,1,RTV,10670.88,0,,4,1
2021-01-02,1,Moda_Damska,3991.12,0,,4,1
2021-01-02,1,Moda_Meska,4778.68,0,,4,1
2021-01-02,1,Obuwie,2993.1,0,,4,1
2021-01-02,1,Sport,2692.51,0,,4,1
2021-01-02,1,Ksiazki,2796.03,0,,4,1
2021-01-02,1,Muzyka,1787.43,0,,4,1
2021-01-02,1,Filmy,1194.6,0,,4,1
2021-01-02,1,Gry,5315.17,0,,4,1
2021-01-02,1,Zabawki,5111.08,0,,4,1
2021-01-02,1,Dom_i_Ogrod,1804.64,0,,4,1
2021-01-02,1,Zdrowie,3460.14,0,,4,1
2021-01-02,1,Uroda,4543.58,0,,4,1
2021-01-02,1,Motoryzacja,1853.4,0,,4,1
2021-01-02,1,Artykuly_Spozywcze,5520.4,0,,4,1
2021-01-02,1,Zwierzeta,2581.3,0,,4,1
2021-01-02,2,Elektronika,10713.5,0,,4,1
2021-01-02,2,Komputery,9648.75,0,,4,1
2021-01-02,2,Smartfony,23090.99,0,,4,1
2021-01-02,2,AGD,13444.29,0,,4,1
2021-01-02,2,RTV,8878.46,0,,4,1
2021-01-02,2,Moda_Damska,5328.52,0,,4,1
2021-01-02,2,Moda_Meska,4002.38,0,,4,1
2021-01-02,2,Obuwie,2412.93,0,,4,1
2021-01-02,2,Sport,2420.58,0,,4,1
2021-01-02,2,Ksiazki,2136.49,0,,4,1
2021-01-02,2,Muzyka,1345.78,0,,4,1
2021-01-02,2,Filmy,1798.63,0,,4,1
2021-01-02,2,Gry,8962.31,0,,4,1
2021-01-02,2,Zabawki,5014.28,0,,4,1
2021-01-02,2,Dom_i_Ogrod,1792.54,0,,4,1
2021-01-02,2,Zdrowie,3396.9,0,,4,1
2021-01-02,2,Uroda,3530.75,0,,4,1
2021-01-02,2,Motoryzacja,2530.57,0,,4,1
2021-01-02,2,Artykuly_Spozywcze,5892.29,0,,4,1
2021-01-02,2,Zwierzeta,3081.69,0,,4,1
2021-01-02,3,Elektronika,8996.71,0,,4,1
2021-01-02,3,Komputery,6288.74,0,,4,1
2021-01-02,3,Smartfony,13006.12,0,,4,1
2021-01-02,3,AGD,5223.61,0,,4,1
2021-01-02,3,RTV,7247.09,0,,4,1
2021-01-02,3,Moda_Damska,2860.15,0,,4,1
2021-01-02,3,Moda_Meska,2310.6,0,,4,1
2021-01-02,3,Obuwie,1838.02,0,,4,1
2021-01-02,3,Sport,2085.74,0,,4,1
2021-01-02,3,Ksiazki,2123.03,0,,4,1
2021-01-02,3,Muzyka,1143.04,0,,4,1
2021-01-02,3,Filmy,905.67,0,,4,1
2021-01-02,3,Gry,4970.26,0,,4,1
2021-01-02,3,Zabawki,4231.18,0,,4,1
2021-01-02,3,Dom_i_Ogrod,1592.37,0,,4,1
2021-01-02,3,Zdrowie,2967.23,0,,4,1
2021-01-02,3,Uroda,3478.8,0,,4,1
2021-01-02,3,Motoryzacja,1205.27,0,,4,1
2021-01-02,3,Artykuly_Spozywcze,4390.92,0,,4,1
2021-01-02,3,Zwierzeta,1940.08,0,,4,1
2021-01-02,4,Elektronika,8847.7,0,,4,1
2021-01-02,4,Komputery,7946.95,0,,4,1
2021-01-02,4,Smartfony,14591.17,0,,4,1
2021-01-02,4,AGD,6472.09,0,,4,1
2021-01-02,4,RTV,4602.98,0,,4,1
2021-01-02,4,Moda_Damska,3382.62,0,,4,1
2021-01-02,4,Moda_Meska,3245.63,0,,4,1
2021-01-02,4,Obuwie,2123.77,0,,4,1
2021-01-02,4,Sport,2352.0,0,,4,1
2021-01-02,4,Ksiazki,1673.57,0,,4,1
2021-01-02,4,Muzyka,1276.11,0,,4,1
2021-01-02,4,Filmy,865.19,0,,4,1
2021-01-02,4,Gry,4818.74,0,,4,1
2021-01-02,4,Zabawki,2831.79,0,,4,1
2021-01-02,4,Dom_i_Ogrod,1313.2,0,,4,1
2021-01-02,4,Zdrowie,2836.31,0,,4,1
2021-01-02,4,Uroda,2934.23,0,,4,1
2021-01-02,4,Motoryzacja,1853.79,0,,4,1
2021-01-02,4,Artykuly_Spozywcze,3823.6,0,,4,1
2021-01-02,4,Zwierzeta,1759.01,0,,4,1
2021-01-02,5,Elektronika,10243.46,0,,4,1
2021-01-02,5,Komputery,5791.53,0,,4,1
2021-01-02,5,Smartfony,12702.43,0,,4,1
2021-01-02,5,AGD,7035.36,0,,4,1
2021-01-02,5,RTV,7821.33,0,,4,1
2021-01-02,5,Moda_Damska,3240.01,0,,4,1
2021-01-02,5,Moda_Meska,2712.06,0,,4,1
2021-01-02,5,Obuwie,2432.29,0,,4,1
2021-01-02,5,Sport,1813.59,0,,4,1
2021-01-02,5,Ksiazki,1880.16,0,,4,1
2021-01-02,5,Muzyka,1120.63,0,,4,1
2021-01-02,5,Filmy,1097.04,0,,4,1
2021-01-02,5,Gry,5338.84,0,,4,1
2021-01-02,5,Zabawki,3042.2,0,,4,1
2021-01-02,5,Dom_i_Ogrod,1164.05,0,,4,1
2021-01-02,5,Zdrowie,2531.0,0,,4,1
2021-01-02,5,Uroda,2645.6,0,,4,1
2021-01-02,5,Motoryzacja,2056.44,0,,4,1
2021-01-02,5,Artykuly_Spozywcze,5579.29,0,,4,1
2021-01-02,5,Zwierzeta,1451.98,0,,4,1
2021-01-02,6,Elektronika,4230.75,0,,4,1
2021-01-02,6,Komputery,3237.47,0,,4,1
2021-01-02,6,Smartfony,6067.66,0,,4,1
2021-01-02,6,AGD,3460.44,0,,4,1
2021-01-02,6,RTV,3555.06,0,,4,1
2021-01-02,6,Moda_Damska,1350.75,0,,4,1
2021-01-02,6,Moda_Meska,1659.76,0,,4,1
2021-01-02,6,Obuwie,1333.0,0,,4,1
2021-01-02,6,Sport,937.58,0,,4,1
2021-01-02,6,Ksiazki,1187.23,0,,4,1
2021-01-02,6,Muzyka,525.57,0,,4,1
2021-01-02,6,Filmy,561.7,0,,4,1
2021-01-02,6,Gry,2891.42,0,,4,1
2021-01-02,6,Zabawki,2066.55,0,,4,1
2021-01-02,6,Dom_i_Ogrod,599.31,0,,4,1
2021-01-02,6,Zdrowie,1864.53,0,,4,1
2021-01-02,6,Uroda,1726.02,0,,4,1
2021-01-02,6,Motoryzacja,752.16,0,,4,1
2021-01-02,6,Artykuly_Spozywcze,2853.79,0,,4,1
2021-01-02,6,Zwierzeta,828.01,0,,4,1
2021-01-02,7,Elektronika,3853.38,0,,4,1
2021-01-02,7,Komputery,3303.95,0,,4,1
2021-01-02,7,Smartfony,6064.39,0,,4,1
2021-01-02,7,AGD,4245.81,0,,4,1
2021-01-02,7,RTV,4062.13,0,,4,1
2021-01-02,7,Moda_Damska,1392.52,0,,4,1
2021-01-02,7,Moda_Meska,1627.74,0,,4,1
2021-01-02,7,Obuwie,1084.82,0,,4,1
2021-01-02,7,Sport,1071.34,0,,4,1
2021-01-02,7,Ksiazki,1104.72,0,,4,1
2021-01-02,7,Muzyka,579.1,0,,4,1
2021-01-02,7,Filmy,632.36,0,,4,1
2021-01-02,7,Gry,2186.43,0,,4,1
2021-01-02,7,Zabawki,1838.49,0,,4,1
2021-01-02,7,Dom_i_Ogrod,657.76,0,,4,1
2021-01-02,7,Zdrowie,1409.65,0,,4,1
2021-01-02,7,Uroda,1355.84,0,,4,1
2021-01-02,7,Motoryzacja,894.07,0,,4,1
2021-01-02,7,Artykuly_Spozywcze,2263.3,0,,4,1
2021-01-02,7,Zwierzeta,1155.71,0,,4,1
2021-01-02,8,Elektronika,8810.67,0,,4,1
2021-01-02,8,Komputery,4838.47,0,,4,1
2021-01-02,8,Smartfony,13643.38,0,,4,1
2021-01-02,8,AGD,6301.85,0,,4,1
2021-01-02,8,RTV,6040.82,0,,4,1
2021-01-02,8,Moda_Damska,2400.42,0,,4,1
2021-01-02,8,Moda_Meska,2348.9,0,,4,1
2021-01-02,8,Obuwie,1360.34,0,,4,1
2021-01-02,8,Sport,1611.38,0,,4,1
2021-01-02,8,Ksiazki,1277.5,0,,4,1
2021-01-02,8,Muzyka,951.25,0,,4,1
2021-01-02,8,Filmy,827.3,0,,4,1
2021-01-02,8,Gry,3201.01,0,,4,1
2021-01-02,8,Zabawki,2878.41,0,,4,1
2021-01-02,8,Dom_i_Ogrod,1026.46,0,,4,1
2021-01-02,8,Zdrowie,2856.02,0,,4,1
2021-01-02,8,Uroda,2537.42,0,,4,1
2021-01-02,8,Motoryzacja,1297.91,0,,4,1
2021-01-02,8,Artykuly_Spozywcze,4908.28,0,,4,1
2021-01-02,8,Zwierzeta,1140.26,0,,4,1
2021-01-02,9,Elektronika,15452.98,0,,4,1
2021-01-02,9,Komputery,7560.3,0,,4,1
2021-01-02,9,Smartfony,19417.07,0,,4,1
2021-01-02,9,AGD,8313.65,0,,4,1
2021-01-02,9,RTV,7548.84,0,,4,1
2021-01-02,9,Moda_Damska,3650.98,0,,4,1
2021-01-02,9,Moda_Meska,4222.13,0,,4,1
2021-01-02,9,Obuwie,2609.8,0,,4,1
2021-01-02,9,Sport,2841.51,0,,4,1
2021-01-02,9,Ksiazki,2495.67,0,,4,1
2021-01-02,9,Muzyka,1530.89,0,,4,1
2021-01-02,9,Filmy,1687.39,0,,4,1
2021-01-02,9,Gry,5911.18,0,,4,1
2021-01-02,9,Zabawki,4959.34,0,,4,1
2021-01-02,9,Dom_i_Ogrod,2346.31,0,,4,1
2021-01-02,9,Zdrowie,3405.19,0,,4,1
2021-01-02,9,Uroda,4563.93,0,,4,1
2021-01-02,9,Motoryzacja,1917.95,0,,4,1
2021-01-02,9,Artykuly_Spozywcze,7441.46,0,,4,1
2021-01-02,9,Zwierzeta,2800.85,0,,4,1
2021-01-02,10,Elektronika,3489.16,0,,4,1
2021-01-02,10,Komputery,2812.88,0,,4,1
2021-01-02,10,Smartfony,4784.62,0,,4,1
2021-01-02,10,AGD,3823.56,0,,4,1
2021-01-02,10,RTV,2723.98,0,,4,1
2021-01-02,10,Moda_Damska,1177.77,0,,4,1
2021-01-02,10,Moda_Meska,1057.87,0,,4,1
2021-01-02,10,Obuwie,1075.13,0,,4,1
2021-01-02,10,Sport,865.49,0,,4,1
2021-01-02,10,Ksiazki,952.4,0,,4,1
2021-01-02,10,Muzyka,570.43,0,,4,1
2021-01-02,10,Filmy,438.39,0,,4,1
2021-01-02,10,Gry,1912.82,0,,4,1
2021-01-02,10,Zabawki,1828.18,0,,4,1
2021-01-02,10,Dom_i_Ogrod,637.65,0,,4,1
2021-01-02,10,Zdrowie,1160.65,0,,4,1
2021-01-02,10,Uroda,1434.21,0,,4,1
2021-01-02,10,Motoryzacja,592.06,0,,4,1
2021-01-02,10,Artykuly_Spozywcze,2845.58,0,,4,1
2021-01-02,10,Zwierzeta,856.69,0,,4,1
2021-01-03,1,Elektronika,538.01,0,,3,2
2021-01-03,1,Komputery,385.41,0,,3,2
2021-01-03,1,Smartfony,692.69,0,,3,2
2021-01-03,1,AGD,474.7,0,,3,2
2021-01-03,1,RTV,332.86,0,,3,2
2021-01-03,1,Moda_Damska,209.66,0,,3,2
2021-01-03,1,Moda_Meska,121.85,0,,3,2
2021-01-03,1,Obuwie,127.97,0,,3,2
2021-01-03,1,Sport,120.77,0,,3,2
2021-01-03,1,Ksiazki,76.96,0,,3,2
2021-01-03,1,Muzyka,69.09,0,,3,2
2021-01-03,1,Filmy,52.94,0,,3,2
2021-01-03,1,Gry,267.41,0,,3,2
2021-01-03,1,Zabawki,186.94,0,,3,2
2021-01-03,1,Dom_i_Ogrod,83.91,0,,3,2
2021-01-03,1,Zdrowie,139.69,0,,3,2
2021-01-03,1,Uroda,135.37,0,,3,2
2021-01-03,1,Motoryzacja,89.93,0,,3,2
2021-01-03,1,Artykuly_Spozywcze,326.0,0,,3,2
2021-01-03,1,Zwierzeta,93.63,0,,3,2
2021-01-03,2,Elektronika,393.4,0,,3,2
2021-01-03,2,Komputery,332.25,0,,3,2
2021-01-03,2,Smartfony,633.09,0,,3,2
2021-01-03,2,AGD,329.75,0,,3,2
2021-01-03,2,RTV,364.4,0,,3,2
2021-01-03,2,Moda_Damska,141.04,0,,3,2
2021-01-03,2,Moda_Meska,136.79,0,,3,2
2021-01-03,2,Obuwie,98.22,0,,3,2
2021-01-03,2,Sport,94.65,0,,3,2
2021-01-03,2,Ksiazki,109.02,0,,3,2
2021-01-03,2,Muzyka,72.82,0,,3,2
2021-01-03,2,Filmy,62.35,0,,3,2
2021-01-03,2,Gry,266.11,0,,3,2
2021-01-03,2,Zabawki,178.77,0,,3,2
2021-01-03,2,Dom_i_Ogrod,94.47,0,,3,2
2021-01-03,2,Zdrowie,161.85,0,,3,2
2021-01-03,2,Uroda,188.67,0,,3,2
2021-01-03,2,Motoryzacja,73.22,0,,3,2
2021-01-03,2,Artykuly_Spozywcze,319.1,0,,3,2
2021-01-03,2,Zwierzeta,73.3,0,,3,2
2021-01-03,3,Elektronika,281.3,0,,3,2
2021-01-03,3,Komputery,188.06,0,,3,2
2021-01-03,3,Smartfony,551.98,0,,3,2
2021-01-03,3,AGD,279.86,0,,3,2
2021-01-03,3,RTV,181.94,0,,3,2
2021-01-03,3,Moda_Damska,125.0,0,,3,2
2021-01-03,3,Moda_Meska,116.51,0,,3,2
2021-01-03,3,Obuwie,78.05,0,,3,2
2021-01-03,3,Sport,69.04,0,,3,2
2021-01-03,3,Ksiazki,49.93,0,,3,2
2021-01-03,3,Muzyka,34.16,0,,3,2
2021-01-03,3,Filmy,32.37,0,,3,2
2021-01-03,3,Gry,168.12,0,,3,2
2021-01-03,3,Zabawki,156.43,0,,3,2
2021-01-03,3,Dom_i_Ogrod,43.99,0,,3,2
2021-01-03,3,Zdrowie,112.88,0,,3,2
2021-01-03,3,Uroda,116.83,0,,3,2
2021-01-03,3,Motoryzacja,61.56,0,,3,2
2021-01-03,3,Artykuly_Spozywcze,161.5,0,,3,2
2021-01-03,3,Zwierzeta,67.91,0,,3,2
2021-01-03,4,Elektronika,384.88,0,,3,2
2021-01-03,4,Komputery,296.33,0,,3,2
2021-01-03,4,Smartfony,462.05,0,,3,2
2021-01-03,4,AGD,229.93,0,,3,2
